,target
5797,2
5798,2
5799,2
5800,2
5801,2
5802,2
5803,2
5804,2
5805,2
5806,2
5807,2
5808,2
5809,2
5810,1
5811,2
5812,2
5813,0
5814,2
5815,2
5816,2
5817,2
5818,2
5819,2
5820,2
5821,2
5822,2
5823,2
5824,2
5825,2
5826,2
5827,2
5828,1
5829,0
5830,2
5831,0
5832,2
5833,2
5834,1
5835,2
5836,1
5837,1
5838,0
5839,0
5840,2
5841,2
5842,2
5843,2
5844,2
5845,2
5846,2
5847,2
5848,1
5849,1
5850,2
5851,1
5852,2
5853,1
5854,0
5855,0
5856,2
5857,0
5858,2
5859,1
5860,1
5861,2
5862,2
5863,2
5864,2
5865,2
5866,2
5867,2
5868,2
5869,2
5870,2
5871,2
5872,2
5873,1
5874,2
5875,2
5876,2
5877,2
5878,0
5879,2
5880,2
5881,2
5882,2
5883,1
5884,2
5885,2
5886,2
5887,2
5888,2
5889,2
5890,2
5891,2
5892,2
5893,2
5894,2
5895,2
5896,2
5897,0
5898,2
5899,2
5900,1
5901,2
5902,0
5903,1
5904,1
5905,2
5906,2
5907,1
5908,2
5909,2
5910,2
5911,2
5912,2
5913,2
5914,2
5915,2
5916,2
5917,2
5918,2
5919,2
5920,2
5921,2
5922,2
5923,1
5924,2
5925,2
5926,2
5927,2
5928,2
5929,0
5930,2
5931,2
5932,2
5933,2
5934,2
5935,2
5936,2
5937,2
5938,2
5939,2
5940,0
5941,2
5942,2
5943,2
5944,2
5945,1
5946,2
5947,2
5948,2
5949,2
5950,2
5951,2
5952,2
5953,1
5954,2
5955,2
5956,2
5957,2
5958,0
5959,2
5960,2
5961,2
5962,2
5963,2
5964,2
5965,0
5966,2
5967,2
5968,1
5969,2
5970,2
5971,2
5972,2
5973,2
5974,2
5975,2
5976,1
5977,2
5978,2
5979,2
5980,2
5981,2
5982,2
5983,2
5984,2
5985,2
5986,2
5987,0
5988,2
5989,2
5990,0
5991,2
5992,2
5993,2
5994,2
5995,2
5996,1
5997,0
5998,2
5999,2
6000,2
6001,2
6002,2
6003,1
6004,2
6005,2
6006,2
6007,2
6008,2
6009,2
6010,1
6011,2
6012,2
6013,0
6014,2
6015,2
6016,1
6017,2
6018,2
6019,0
6020,1
6021,2
6022,2
6023,2
6024,1
6025,1
6026,2
6027,2
6028,2
6029,2
6030,2
6031,0
6032,2
6033,2
6034,2
6035,2
6036,0
6037,2
6038,2
6039,2
6040,2
6041,0
6042,2
6043,1
6044,1
6045,2
6046,2
6047,2
6048,2
6049,2
6050,2
6051,0
6052,2
6053,2
6054,2
6055,2
6056,2
6057,2
6058,1
6059,2
6060,2
6061,2
6062,2
6063,2
6064,2
6065,2
6066,1
6067,1
6068,2
6069,2
6070,1
6071,1
6072,2
6073,0
6074,2
6075,2
6076,1
6077,1
6078,0
6079,1
6080,1
6081,2
6082,2
6083,0
6084,2
6085,2
6086,2
6087,2
6088,2
6089,0
6090,2
6091,2
6092,0
6093,0
6094,0
6095,2
6096,0
6097,0
6098,2
6099,2
6100,2
6101,2
6102,0
6103,1
6104,0
6105,2
6106,2
6107,0
6108,2
6109,0
6110,2
6111,0
6112,0
6113,2
6114,0
6115,2
6116,0
6117,2
6118,0
6119,2
6120,2
6121,0
6122,2
6123,0
6124,0
6125,2
6126,2
6127,0
6128,1
6129,0
6130,2
6131,2
6132,1
6133,2
6134,2
6135,2
6136,0
6137,2
6138,2
6139,2
6140,0
6141,2
6142,0
6143,0
6144,2
6145,2
6146,2
6147,0
6148,2
6149,2
6150,0
6151,0
6152,0
6153,0
6154,2
6155,2
6156,2
6157,2
6158,0
6159,2
6160,0
6161,2
6162,2
6163,0
6164,2
6165,1
6166,0
6167,2
6168,0
6169,2
6170,2
6171,2
6172,2
6173,2
6174,2
6175,2
6176,0
6177,2
6178,0
6179,2
6180,1
6181,2
6182,0
6183,2
6184,2
6185,0
6186,2
6187,2
6188,2
6189,2
6190,2
6191,0
6192,0
6193,2
6194,2
6195,2
6196,2
6197,2
6198,2
6199,2
6200,0
6201,2
6202,2
6203,2
6204,2
6205,2
6206,2
6207,2
6208,2
6209,2
6210,2
6211,2
6212,2
6213,2
6214,2
6215,2
6216,0
6217,2
6218,0
6219,2
6220,2
6221,0
6222,2
6223,0
6224,2
6225,2
6226,0
6227,2
6228,2
6229,2
6230,2
6231,2
6232,0
6233,0
6234,0
6235,2
6236,2
6237,0
6238,2
6239,2
6240,2
6241,0
6242,2
6243,2
6244,0
6245,2
6246,0
6247,0
6248,0
6249,2
6250,2
6251,2
6252,2
6253,2
6254,2
6255,2
6256,2
6257,2
6258,2
6259,2
6260,2
6261,2
6262,0
6263,2
6264,2
6265,2
6266,2
6267,2
6268,2
6269,2
6270,0
6271,2
6272,2
6273,2
6274,2
6275,2
6276,2
6277,2
6278,2
6279,2
6280,2
6281,2
6282,2
6283,2
6284,2
6285,2
6286,2
6287,2
6288,2
6289,2
6290,0
6291,2
6292,2
6293,2
6294,0
6295,2
6296,2
6297,2
6298,0
6299,1
6300,0
6301,2
6302,2
6303,0
6304,2
6305,0
6306,2
6307,2
6308,0
6309,0
6310,0
6311,2
6312,0
6313,2
6314,2
6315,0
6316,0
6317,0
6318,2
6319,0
6320,2
6321,2
6322,2
6323,0
6324,0
6325,2
6326,0
6327,0
6328,2
6329,2
6330,2
6331,0
6332,2
6333,0
6334,2
6335,0
6336,2
6337,2
6338,0
6339,0
6340,0
6341,2
6342,2
6343,2
6344,0
6345,2
6346,2
6347,2
6348,0
6349,2
6350,2
6351,0
6352,2
6353,2
6354,0
6355,2
6356,2
6357,2
6358,2
6359,2
6360,0
6361,0
6362,2
6363,2
6364,2
6365,0
6366,2
6367,2
6368,0
6369,0
6370,0
6371,0
6372,0
6373,0
6374,2
6375,2
6376,0
6377,2
6378,2
6379,0
6380,2
6381,2
6382,0
6383,2
6384,2
6385,0
6386,2
6387,2
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,2
6395,2
6396,2
6397,0
6398,2
6399,2
6400,2
6401,2
6402,0
6403,2
6404,0
6405,2
6406,2
6407,2
6408,2
6409,2
6410,2
6411,2
6412,2
6413,2
6414,0
6415,0
6416,2
6417,2
6418,2
6419,0
6420,2
6421,2
6422,2
6423,2
6424,2
6425,2
6426,0
6427,2
6428,0
6429,2
6430,2
6431,2
6432,2
6433,2
6434,2
6435,2
6436,2
6437,1
6438,2
6439,0
6440,0
6441,0
6442,2
6443,0
6444,2
6445,0
6446,0
6447,2
6448,0
6449,2
6450,0
6451,2
6452,2
6453,2
6454,0
6455,2
6456,0
6457,2
6458,2
6459,2
6460,2
6461,0
6462,2
6463,1
6464,1
6465,0
6466,0
6467,0
6468,0
6469,2
6470,0
6471,2
6472,2
6473,2
6474,2
6475,2
6476,2
6477,0
6478,0
6479,2
6480,2
6481,2
6482,2
6483,2
6484,2
6485,2
6486,2
6487,2
6488,2
6489,0
6490,2
6491,1
6492,2
6493,2
6494,2
6495,2
6496,2
6497,2
6498,2
6499,2
6500,2
6501,2
6502,2
6503,2
6504,2
6505,0
6506,2
6507,2
6508,0
6509,2
6510,2
6511,2
6512,2
6513,2
6514,0
6515,2
6516,0
6517,0
6518,0
6519,0
6520,2
6521,2
6522,1
6523,2
6524,2
6525,2
6526,2
6527,2
6528,2
6529,0
6530,2
6531,2
6532,2
6533,2
6534,0
6535,2
6536,2
6537,2
6538,2
6539,2
6540,0
6541,2
6542,0
6543,0
6544,0
6545,0
6546,2
6547,2
6548,0
6549,0
6550,2
6551,2
6552,2
6553,2
6554,2
6555,2
6556,2
6557,2
6558,2
6559,0
6560,2
6561,0
6562,2
6563,2
6564,2
6565,0
6566,0
6567,2
6568,0
6569,2
6570,0
6571,0
6572,2
6573,2
6574,0
6575,2
6576,2
6577,2
6578,0
6579,2
6580,2
6581,0
6582,2
6583,0
6584,0
6585,0
6586,2
6587,0
6588,0
6589,2
6590,0
6591,2
6592,2
6593,0
6594,2
6595,2
6596,0
6597,2
6598,0
6599,2
6600,2
6601,0
6602,2
6603,0
6604,0
6605,2
6606,2
6607,2
6608,2
6609,0
6610,0
6611,2
6612,2
6613,2
6614,0
6615,0
6616,2
6617,1
6618,2
6619,0
6620,2
6621,2
6622,2
6623,0
6624,2
6625,2
6626,0
6627,0
6628,0
6629,2
6630,2
6631,0
6632,2
6633,0
6634,2
6635,2
6636,2
6637,2
6638,2
6639,0
6640,0
6641,2
6642,0
6643,0
6644,0
6645,0
6646,2
6647,2
6648,0
6649,2
6650,0
6651,0
6652,2
6653,2
6654,2
6655,2
6656,2
6657,0
6658,0
6659,0
6660,2
6661,0
6662,2
6663,2
6664,2
6665,2
6666,0
6667,0
6668,0
6669,2
6670,0
6671,0
6672,2
6673,0
6674,0
6675,0
6676,2
6677,2
6678,0
6679,2
6680,0
6681,2
6682,0
6683,0
6684,0
6685,2
6686,0
6687,2
6688,2
6689,2
6690,2
6691,2
6692,0
6693,2
6694,2
6695,0
6696,2
6697,2
6698,0
6699,0
6700,0
6701,2
6702,0
6703,2
6704,0
6705,0
6706,0
6707,2
6708,0
6709,0
6710,0
6711,2
6712,0
6713,2
6714,2
6715,2
6716,2
6717,2
6718,0
6719,2
6720,1
6721,2
6722,0
6723,2
6724,0
6725,2
6726,0
6727,2
6728,0
6729,2
6730,2
6731,2
6732,0
6733,2
6734,2
6735,0
6736,2
6737,2
6738,0
6739,0
6740,0
6741,2
6742,0
6743,2
6744,2
6745,2
6746,2
6747,0
6748,2
6749,2
6750,1
6751,2
6752,2
6753,0
6754,0
6755,0
6756,0
6757,1
6758,2
6759,2
6760,0
6761,2
6762,0
6763,2
6764,1
6765,0
6766,2
6767,2
6768,0
6769,0
6770,2
6771,2
6772,0
6773,0
6774,1
6775,0
6776,2
6777,0
6778,0
6779,0
6780,2
6781,0
6782,2
6783,0
6784,2
6785,0
6786,2
6787,2
6788,0
6789,2
6790,2
6791,2
6792,2
6793,2
6794,0
6795,2
6796,2
6797,0
6798,2
6799,0
6800,0
6801,2
6802,0
6803,2
6804,2
6805,0
6806,2
6807,2
6808,2
6809,2
6810,1
6811,0
6812,0
6813,2
6814,0
6815,0
6816,0
6817,2
6818,2
6819,2
6820,2
6821,0
6822,2
6823,0
6824,0
6825,2
6826,2
6827,2
6828,2
6829,2
6830,0
6831,2
6832,2
6833,2
6834,2
6835,2
6836,2
6837,2
6838,2
6839,0
6840,0
6841,0
6842,1
6843,0
6844,2
6845,2
6846,0
6847,2
6848,0
6849,2
6850,0
6851,0
6852,0
6853,0
6854,0
6855,2
6856,0
6857,2
6858,2
6859,2
6860,2
6861,0
6862,0
6863,2
6864,2
6865,2
6866,2
6867,2
6868,0
6869,0
6870,0
6871,0
6872,2
6873,0
6874,2
6875,2
6876,0
6877,0
6878,2
6879,2
6880,0
6881,0
6882,0
6883,2
6884,0
6885,0
6886,2
6887,2
6888,2
6889,0
6890,0
6891,2
6892,2
6893,0
6894,0
6895,2
6896,2
6897,2
6898,2
6899,0
6900,2
6901,0
6902,0
6903,2
6904,2
6905,2
6906,2
6907,2
6908,2
6909,2
6910,2
6911,2
6912,0
6913,2
6914,0
6915,2
6916,2
6917,2
6918,0
6919,2
6920,2
6921,2
6922,0
6923,2
6924,0
6925,0
6926,2
6927,0
6928,2
6929,0
6930,0
6931,0
6932,2
6933,0
6934,2
6935,2
6936,0
6937,2
6938,0
6939,0
6940,2
6941,0
6942,1
6943,2
6944,2
6945,0
6946,0
6947,2
6948,0
6949,0
6950,0
6951,2
6952,2
6953,2
6954,2
6955,2
6956,0
6957,2
6958,2
6959,2
6960,2
6961,0
6962,0
6963,2
6964,2
6965,2
6966,2
6967,2
6968,2
6969,0
6970,2
6971,2
6972,0
6973,2
6974,2
6975,2
6976,0
6977,0
6978,2
6979,0
6980,2
6981,2
6982,2
6983,0
6984,0
6985,2
6986,0
6987,0
6988,2
6989,0
6990,0
6991,0
6992,2
6993,0
6994,0
6995,0
6996,0
6997,2
6998,0
6999,0
7000,2
7001,0
7002,0
7003,2
7004,0
7005,0
7006,0
7007,0
7008,0
7009,2
7010,0
7011,0
7012,0
7013,0
7014,2
7015,2
7016,2
7017,2
7018,0
7019,2
7020,2
7021,2
7022,0
7023,2
7024,2
7025,2
7026,2
7027,0
7028,2
7029,2
7030,2
7031,2
7032,2
7033,2
7034,2
7035,2
7036,2
7037,0
7038,0
7039,0
7040,0
7041,0
7042,0
7043,0
7044,2
7045,0
7046,2
7047,0
7048,2
7049,0
7050,0
7051,0
7052,0
7053,0
7054,2
7055,0
7056,0
7057,0
7058,0
7059,0
7060,2
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,2
7068,0
7069,0
7070,0
7071,0
7072,0
7073,0
7074,0
7075,0
7076,0
7077,0
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,2
7085,0
7086,0
7087,2
7088,0
7089,0
7090,0
7091,0
7092,0
7093,0
7094,0
7095,0
7096,0
7097,2
7098,2
7099,0
7100,0
7101,0
7102,2
7103,2
7104,0
7105,0
7106,0
7107,2
7108,0
7109,0
7110,0
7111,0
7112,0
7113,0
7114,0
7115,0
7116,2
7117,2
7118,0
7119,0
7120,0
7121,0
7122,0
7123,0
7124,0
7125,0
7126,1
7127,0
7128,2
7129,0
7130,2
7131,2
7132,0
7133,0
7134,0
7135,2
7136,2
7137,0
7138,0
7139,2
7140,2
7141,0
7142,0
7143,2
7144,0
7145,0
7146,0
7147,0
7148,0
7149,0
7150,0
7151,0
7152,0
7153,1
7154,0
7155,0
7156,0
7157,0
7158,2
7159,0
7160,0
7161,0
7162,2
7163,0
7164,0
7165,2
7166,0
7167,0
7168,0
7169,0
7170,0
7171,0
7172,2
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,2
7180,0
7181,1
7182,0
7183,0
7184,1
7185,0
7186,0
7187,0
7188,2
7189,1
7190,0
7191,0
7192,0
7193,0
7194,0
7195,2
7196,2
7197,2
7198,2
7199,0
7200,2
7201,2
7202,2
7203,0
7204,0
7205,0
7206,0
7207,2
7208,2
7209,2
7210,1
7211,2
7212,0
7213,2
7214,2
7215,2
7216,0
7217,1
7218,1
7219,2
7220,2
7221,0
7222,0
7223,2
7224,0
7225,0
7226,2
7227,2
7228,2
7229,2
7230,2
7231,0
7232,2
7233,2
7234,2
7235,2
7236,0
7237,2
7238,0
7239,0
7240,0
7241,0
7242,0
7243,2
7244,2
7245,0
7246,2
7247,0
7248,1
7249,1
7250,0
7251,2
7252,0
7253,2
7254,0
7255,2
7256,2
7257,2
7258,2
7259,2
7260,2
7261,0
7262,2
7263,2
7264,0
7265,1
7266,2
7267,0
7268,2
7269,2
7270,2
7271,2
7272,2
7273,2
7274,2
7275,2
7276,2
7277,0
7278,2
7279,2
7280,0
7281,0
7282,0
7283,0
7284,2
7285,1
7286,0
7287,0
7288,0
7289,0
7290,2
7291,2
7292,2
7293,2
7294,2
7295,2
7296,2
7297,2
7298,2
7299,0
7300,2
7301,0
7302,2
7303,2
7304,0
7305,2
7306,2
7307,2
7308,2
7309,2
7310,2
7311,2
7312,2
7313,2
7314,0
7315,0
7316,0
7317,2
7318,2
7319,2
7320,2
7321,2
7322,2
7323,2
7324,2
7325,2
7326,0
7327,0
7328,2
7329,0
7330,0
7331,0
7332,2
7333,0
7334,0
7335,0
7336,2
7337,2
7338,2
7339,2
7340,0
7341,2
7342,0
7343,1
7344,1
7345,2
7346,0
7347,2
7348,2
7349,0
7350,2
7351,2
7352,2
7353,2
7354,2
7355,2
7356,2
7357,2
7358,0
7359,2
7360,2
7361,2
7362,2
7363,2
7364,2
7365,2
7366,0
7367,0
7368,0
7369,0
7370,0
7371,2
7372,2
7373,2
7374,2
7375,0
7376,2
7377,2
7378,2
7379,2
7380,2
7381,2
7382,2
7383,2
7384,0
7385,0
7386,2
7387,2
7388,0
7389,2
7390,2
7391,0
7392,1
7393,2
7394,2
7395,0
7396,2
7397,2
7398,0
7399,2
7400,2
7401,2
7402,0
7403,0
7404,2
7405,2
7406,2
7407,2
7408,2
7409,2
7410,2
7411,2
7412,0
7413,2
7414,2
7415,0
7416,2
7417,2
7418,0
7419,2
7420,1
7421,2
7422,2
7423,2
7424,2
7425,2
7426,1
7427,2
7428,2
7429,2
7430,2
7431,2
7432,1
7433,0
7434,0
7435,0
7436,2
7437,2
7438,2
7439,0
7440,2
7441,2
7442,2
7443,2
7444,2
7445,2
7446,2
7447,2
7448,2
7449,0
7450,0
7451,0
7452,0
7453,2
7454,2
7455,1
7456,2
7457,2
7458,2
7459,2
7460,0
7461,0
7462,0
7463,0
7464,2
7465,2
7466,2
7467,2
7468,0
7469,2
7470,2
7471,2
7472,2
7473,2
7474,1
7475,1
7476,0
7477,2
7478,2
7479,2
7480,2
7481,2
7482,2
7483,2
7484,0
7485,0
7486,2
7487,2
7488,0
7489,0
7490,2
7491,2
7492,2
7493,2
7494,2
7495,2
7496,2
7497,2
7498,0
7499,0
7500,2
7501,0
7502,2
7503,2
7504,2
7505,2
7506,2
7507,2
7508,0
7509,0
7510,0
7511,2
7512,2
7513,2
7514,0
7515,2
7516,2
7517,2
7518,2
7519,2
7520,2
7521,2
7522,2
7523,2
7524,2
7525,2
7526,2
7527,0
7528,0
7529,2
7530,2
7531,2
7532,2
7533,0
7534,0
7535,0
7536,2
7537,0
7538,2
7539,0
7540,2
7541,2
7542,0
7543,0
7544,2
7545,2
7546,2
7547,2
7548,2
7549,2
7550,0
7551,2
7552,2
7553,1
7554,1
7555,2
7556,1
7557,0
7558,0
7559,0
7560,1
7561,2
7562,2
7563,0
7564,2
7565,2
7566,2
7567,2
7568,2
7569,0
7570,0
7571,2
7572,0
7573,0
7574,0
7575,0
7576,2
7577,2
7578,2
7579,2
7580,0
7581,0
7582,1
7583,0
7584,0
7585,0
7586,0
7587,0
7588,1
7589,2
7590,2
7591,2
7592,2
7593,2
7594,2
7595,2
7596,0
7597,2
7598,0
7599,2
7600,2
7601,2
7602,0
7603,0
7604,2
7605,0
7606,1
7607,0
7608,0
7609,0
7610,2
7611,0
7612,1
7613,0
7614,0
7615,0
7616,0
7617,2
7618,0
7619,2
7620,2
7621,2
7622,0
7623,2
7624,2
7625,0
7626,2
7627,2
7628,2
7629,2
7630,2
7631,2
7632,1
7633,2
7634,2
7635,2
7636,2
7637,2
7638,2
7639,2
7640,2
7641,0
7642,2
7643,2
7644,2
7645,2
7646,2
7647,2
7648,2
7649,2
7650,2
7651,2
7652,2
7653,2
7654,0
7655,2
7656,2
7657,2
7658,1
7659,2
7660,2
7661,2
7662,2
7663,2
7664,0
7665,1
7666,2
7667,2
7668,2
7669,0
7670,2
7671,2
7672,2
7673,2
7674,2
7675,2
7676,2
7677,0
7678,0
7679,2
7680,2
7681,2
7682,2
7683,2
7684,0
7685,2
7686,2
7687,2
7688,2
7689,0
7690,0
7691,2
7692,0
7693,2
7694,2
7695,2
7696,2
7697,2
7698,2
7699,2
7700,0
7701,2
7702,2
7703,2
7704,2
7705,2
7706,2
7707,2
7708,0
7709,2
7710,2
7711,0
7712,2
7713,2
7714,2
7715,2
7716,2
7717,2
7718,2
7719,0
7720,2
7721,2
7722,2
7723,2
7724,2
7725,2
7726,2
7727,2
7728,0
7729,0
7730,2
7731,2
7732,0
7733,2
7734,0
7735,0
7736,2
7737,0
7738,2
7739,2
7740,2
7741,0
7742,2
7743,2
7744,0
7745,2
7746,2
7747,2
7748,2
7749,2
7750,2
7751,2
7752,2
7753,2
7754,2
7755,2
7756,2
7757,2
7758,2
7759,0
7760,2
7761,2
7762,2
7763,2
7764,0
7765,0
7766,2
7767,0
7768,2
7769,2
7770,2
7771,2
7772,2
7773,2
7774,2
7775,2
7776,2
7777,2
7778,2
7779,2
7780,2
7781,2
7782,2
7783,2
7784,2
7785,2
7786,2
7787,2
7788,0
7789,2
7790,2
7791,2
7792,0
7793,2
7794,2
7795,2
7796,2
7797,2
7798,2
7799,2
7800,0
7801,2
7802,2
7803,2
7804,2
7805,2
7806,2
7807,2
7808,2
7809,2
7810,0
7811,0
7812,2
7813,2
7814,0
7815,2
7816,0
7817,2
7818,0
7819,0
7820,2
7821,2
7822,2
7823,2
7824,0
7825,2
7826,2
7827,2
7828,2
7829,2
7830,2
7831,2
7832,0
7833,2
7834,2
7835,2
7836,2
7837,2
7838,2
7839,2
7840,2
7841,2
7842,2
7843,0
7844,2
7845,2
7846,2
7847,2
7848,0
7849,2
7850,2
7851,2
7852,2
7853,2
7854,2
7855,0
7856,2
7857,0
7858,0
7859,2
7860,2
7861,2
7862,0
7863,2
7864,2
7865,0
7866,2
7867,2
7868,2
7869,2
7870,2
7871,2
7872,2
7873,2
7874,2
7875,0
7876,0
7877,2
7878,0
7879,2
7880,2
7881,2
7882,2
7883,0
7884,2
7885,2
7886,2
7887,0
7888,2
7889,2
7890,2
7891,0
7892,2
7893,2
7894,2
7895,2
7896,0
7897,0
7898,2
7899,0
7900,2
7901,2
7902,2
7903,2
7904,2
7905,0
7906,2
7907,2
7908,0
7909,0
7910,2
7911,2
7912,2
7913,2
7914,2
7915,2
7916,2
7917,2
7918,2
7919,2
7920,0
7921,2
7922,0
7923,2
7924,2
7925,0
7926,0
7927,2
7928,2
7929,2
7930,0
7931,2
7932,2
7933,2
7934,2
7935,2
7936,2
7937,2
7938,2
7939,2
7940,0
7941,2
7942,0
7943,2
7944,2
7945,0
7946,2
7947,2
7948,2
7949,0
7950,2
7951,2
7952,2
7953,2
7954,2
7955,2
7956,2
7957,2
7958,2
7959,2
7960,2
7961,2
7962,2
7963,2
7964,0
7965,0
7966,2
7967,0
7968,2
7969,2
7970,0
7971,2
7972,2
7973,2
7974,2
7975,2
7976,2
7977,2
7978,2
7979,2
7980,2
7981,2
7982,2
7983,2
7984,0
7985,2
7986,2
7987,2
7988,0
7989,0
7990,2
7991,2
7992,2
7993,0
7994,2
7995,2
7996,2
7997,2
7998,2
7999,2
8000,2
8001,2
8002,0
8003,2
8004,0
8005,2
8006,2
8007,2
8008,2
8009,2
8010,2
8011,2
8012,2
8013,0
8014,0
8015,2
8016,2
8017,2
8018,0
8019,2
8020,2
8021,2
8022,0
8023,2
8024,2
8025,2
8026,2
8027,2
8028,2
8029,0
8030,2
8031,2
8032,0
8033,0
8034,2
8035,0
8036,2
8037,2
8038,2
8039,0
8040,2
8041,2
8042,2
8043,2
8044,2
8045,2
8046,2
8047,2
8048,0
8049,2
8050,2
8051,2
8052,2
8053,2
8054,2
8055,2
8056,2
8057,1
8058,2
8059,0
8060,0
8061,2
8062,2
8063,2
8064,2
8065,2
8066,2
8067,0
8068,2
8069,2
8070,2
8071,2
8072,2
8073,0
8074,2
8075,2
8076,2
8077,2
8078,2
8079,0
8080,2
8081,0
8082,2
8083,2
8084,2
8085,2
8086,2
8087,2
8088,2
8089,2
8090,2
8091,0
8092,2
8093,2
8094,2
8095,2
8096,2
8097,2
8098,0
8099,2
8100,2
8101,2
8102,2
8103,2
8104,0
8105,2
8106,0
8107,2
8108,2
8109,2
8110,2
8111,0
8112,2
8113,2
8114,2
8115,2
8116,2
8117,2
8118,2
8119,2
8120,2
8121,2
8122,0
8123,2
8124,2
8125,2
8126,2
8127,0
8128,2
8129,2
8130,2
8131,2
8132,2
8133,2
8134,2
8135,2
8136,0
8137,2
8138,0
8139,2
8140,0
8141,2
8142,0
8143,2
8144,2
8145,0
8146,2
8147,2
8148,2
8149,2
8150,2
8151,2
8152,0
8153,2
8154,2
8155,2
8156,2
8157,2
8158,2
8159,2
8160,2
8161,2
8162,2
8163,2
8164,2
8165,2
8166,2
8167,2
8168,2
8169,2
8170,2
8171,2
8172,2
8173,2
8174,2
8175,2
8176,2
8177,2
8178,2
8179,0
8180,2
8181,2
8182,2
8183,0
8184,2
8185,2
8186,2
8187,0
8188,2
8189,2
8190,2
8191,0
8192,2
8193,2
8194,2
8195,2
8196,2
8197,2
8198,2
8199,2
8200,2
8201,0
8202,2
8203,2
8204,2
8205,2
8206,2
8207,2
8208,2
8209,2
8210,0
8211,2
8212,2
8213,0
8214,0
8215,0
8216,2
8217,0
8218,2
8219,2
8220,2
8221,2
8222,0
8223,2
8224,2
8225,0
8226,0
8227,2
8228,2
8229,2
8230,2
8231,0
8232,2
8233,2
8234,2
8235,2
8236,0
8237,2
8238,2
8239,0
8240,0
8241,2
8242,2
8243,2
8244,2
8245,2
8246,0
8247,2
8248,0
8249,2
8250,2
8251,2
8252,2
8253,2
8254,2
8255,2
8256,0
8257,2
8258,2
8259,2
8260,2
8261,2
8262,2
8263,0
8264,2
8265,2
8266,2
8267,2
8268,2
8269,2
8270,0
8271,2
8272,2
8273,2
8274,2
8275,2
8276,2
8277,2
8278,2
8279,2
8280,2
8281,2
8282,2
8283,0
8284,2
8285,2
8286,2
8287,2
8288,2
8289,2
8290,2
8291,0
8292,2
8293,2
8294,2
8295,2
8296,2
8297,2
8298,2
8299,2
8300,2
8301,2
8302,2
8303,2
8304,2
8305,2
8306,2
8307,0
8308,2
8309,2
8310,2
8311,0
8312,2
8313,2
8314,2
8315,2
8316,2
8317,2
8318,2
8319,2
8320,2
8321,2
8322,2
8323,0
8324,2
8325,2
8326,2
8327,2
8328,2
8329,2
8330,0
8331,2
8332,0
8333,2
8334,2
8335,2
8336,2
8337,2
8338,2
8339,2
8340,2
8341,2
8342,2
8343,2
8344,0
8345,2
8346,2
8347,2
8348,2
8349,2
8350,2
8351,0
8352,2
8353,2
8354,2
8355,0
8356,2
8357,0
8358,2
8359,2
8360,2
8361,2
8362,2
8363,2
8364,2
8365,2
8366,2
8367,2
8368,2
8369,2
8370,2
8371,2
8372,2
8373,2
8374,0
8375,2
8376,2
8377,0
8378,2
8379,2
8380,2
8381,0
8382,2
8383,2
8384,2
8385,2
8386,0
8387,2
8388,2
8389,2
8390,2
8391,0
8392,2
8393,2
8394,0
8395,0
8396,2
8397,2
8398,2
8399,2
8400,0
8401,2
8402,2
8403,2
8404,0
8405,2
8406,2
8407,0
8408,0
8409,2
8410,2
8411,2
8412,2
8413,0
8414,2
8415,2
8416,2
8417,2
8418,2
8419,2
8420,2
8421,2
8422,2
8423,2
8424,2
8425,2
8426,2
8427,2
8428,2
8429,2
8430,2
8431,2
8432,2
8433,2
8434,2
8435,2
8436,2
8437,2
8438,2
8439,2
8440,2
8441,0
8442,0
8443,2
8444,2
8445,2
8446,2
8447,2
8448,2
8449,2
8450,2
8451,2
8452,2
8453,2
8454,0
8455,2
8456,0
8457,2
8458,2
8459,2
8460,2
8461,2
8462,0
8463,2
8464,0
8465,2
8466,2
8467,2
8468,2
8469,0
8470,2
8471,2
8472,2
8473,0
8474,2
8475,2
8476,2
8477,2
8478,2
8479,0
8480,0
8481,2
8482,0
8483,0
8484,0
8485,2
8486,2
8487,2
8488,2
8489,2
8490,2
8491,2
8492,2
8493,2
8494,2
8495,2
8496,2
8497,2
8498,2
8499,0
8500,0
8501,0
8502,2
8503,2
8504,2
8505,0
8506,2
8507,2
8508,0
8509,2
8510,0
8511,2
8512,2
8513,0
8514,0
8515,2
8516,2
8517,2
8518,0
8519,2
8520,0
8521,2
8522,0
8523,2
8524,2
8525,2
8526,2
8527,2
8528,2
8529,2
8530,0
8531,2
8532,0
8533,2
8534,2
8535,2
8536,2
8537,2
8538,2
8539,2
8540,2
8541,2
8542,2
8543,2
8544,0
8545,2
8546,2
8547,0
8548,0
8549,2
8550,2
8551,2
8552,2
8553,2
8554,2
8555,2
8556,0
8557,2
8558,2
8559,2
8560,2
8561,0
8562,2
8563,0
8564,0
8565,2
8566,2
8567,2
8568,2
8569,2
8570,2
8571,1
8572,2
8573,0
8574,2
8575,2
8576,2
8577,2
8578,0
8579,2
8580,2
8581,2
8582,2
8583,2
8584,2
8585,2
8586,0
8587,2
8588,2
8589,2
8590,0
8591,0
8592,0
8593,0
8594,2
8595,0
